Date,Time,RMS(mV),Activation(%),MDF(Hz),Fatigue(%),Quality
2026-07-11,'19:11:13.648',78.862,27.5,110.5,16.0,64
2026-07-11,'19:11:13.748',85.063,30.0,112.1,20.2,99
2026-07-11,'19:11:13.847',83.727,29.5,107.0,23.1,99
2026-07-11,'19:11:13.947',74.718,25.9,115.1,23.1,99
2026-07-11,'19:11:14.047',56.062,18.5,120.3,23.0,64
2026-07-11,'19:11:14.148',59.104,19.7,124.0,23.0,64
2026-07-11,'19:11:14.248',55.076,18.1,128.3,23.0,64
2026-07-11,'19:11:15.170',59.163,19.8,132.5,22.9,64
2026-07-11,'19:11:15.192',59.210,19.8,136.0,22.9,64
2026-07-11,'19:11:15.292',57.246,19.0,139.0,22.8,64
2026-07-11,'19:11:15.393',78.765,27.5,136.5,25.0,64
2026-07-11,'19:11:15.491',74.285,25.7,139.5,24.9,99
2026-07-11,'19:11:15.590',78.119,27.2,139.2,24.9,64
2026-07-11,'19:11:15.691',47.988,15.3,135.0,24.8,64
2026-07-11,'19:11:16.386',51.359,16.7,127.7,24.8,64
2026-07-11,'19:11:16.408',51.767,16.8,122.9,24.7,64
2026-07-11,'19:11:16.507',46.370,14.7,126.0,24.7,64
2026-07-11,'19:11:17.211',83.620,29.4,127.1,26.3,64
2026-07-11,'19:11:17.232',84.172,29.6,129.4,27.4,99
2026-07-11,'19:11:17.331',84.551,29.8,135.9,28.2,99
2026-07-11,'19:11:17.432',84.649,29.8,139.3,28.2,99
2026-07-11,'19:11:17.532',66.817,22.8,138.6,28.1,99
2026-07-11,'19:11:17.631',44.335,13.9,136.5,28.0,79
2026-07-11,'19:11:17.731',39.346,11.9,137.7,28.0,79
2026-07-11,'19:11:17.831',37.651,11.3,137.9,27.9,79
2026-07-11,'19:11:17.932',36.620,10.8,135.6,27.9,79
2026-07-11,'19:11:18.032',42.904,13.3,137.4,27.8,79
2026-07-11,'19:11:18.744',45.590,14.4,137.7,27.8,79
2026-07-11,'19:11:18.765',45.605,14.4,138.0,27.7,79
2026-07-11,'19:11:19.662',50.528,16.3,141.0,27.7,64
2026-07-11,'19:11:19.684',50.537,16.3,143.5,27.6,64
2026-07-11,'19:11:19.784',57.540,19.1,140.3,27.5,64
2026-07-11,'19:11:19.882',61.066,20.5,131.1,27.5,64
2026-07-11,'19:11:19.982',58.040,19.3,133.9,27.4,64
2026-07-11,'19:11:20.082',50.014,16.1,136.1,27.4,64
2026-07-11,'19:11:20.183',40.530,12.4,134.5,27.3,79
2026-07-11,'19:11:20.283',42.102,13.0,127.0,27.3,79
2026-07-11,'19:11:20.888',41.793,12.9,124.3,27.2,79
2026-07-11,'19:11:20.909',41.686,12.8,122.5,27.2,79
2026-07-11,'19:11:21.008',39.309,11.9,121.7,27.1,79
2026-07-11,'19:11:21.108',36.674,10.9,123.7,27.1,79
2026-07-11,'19:11:21.209',32.811,9.3,115.8,27.0,79
2026-07-11,'19:11:21.309',34.572,10.0,116.7,26.9,79
2026-07-11,'19:11:21.409',30.915,8.6,118.6,26.9,79
2026-07-11,'19:11:21.508',34.334,9.9,114.0,26.8,79
2026-07-11,'19:11:21.608',34.240,9.9,111.8,26.8,79
2026-07-11,'19:11:21.708',39.140,11.8,117.4,26.7,79
2026-07-11,'19:11:22.827',38.944,11.8,120.9,26.7,79
2026-07-11,'19:11:22.848',39.499,12.0,123.8,26.6,79
2026-07-11,'19:11:22.948',45.867,14.5,124.9,26.6,79
2026-07-11,'19:11:23.048',51.124,16.6,126.2,26.5,64
2026-07-11,'19:11:23.147',58.502,19.5,127.9,26.5,64
2026-07-11,'19:11:23.247',64.352,21.8,130.8,26.4,64
2026-07-11,'19:11:23.347',61.709,20.8,134.1,26.4,64
2026-07-11,'19:11:23.448',54.346,17.8,121.5,26.3,64
2026-07-11,'19:11:23.548',46.084,14.6,119.7,26.3,64
2026-07-11,'19:11:23.648',46.874,14.9,122.9,26.2,64
2026-07-11,'19:11:24.264',52.560,17.1,127.0,26.1,64
2026-07-11,'19:11:24.285',52.570,17.1,130.5,26.1,64
2026-07-11,'19:11:24.385',68.531,23.5,133.9,26.0,64
2026-07-11,'19:11:24.486',69.357,23.8,137.3,26.0,64
2026-07-11,'19:11:24.585',77.517,27.0,141.3,25.9,64
2026-07-11,'19:11:24.685',84.366,29.7,139.8,26.4,64
2026-07-11,'19:11:24.784',82.235,28.9,138.7,27.2,99
2026-07-11,'19:11:24.884',76.457,26.6,137.0,27.1,99
2026-07-11,'19:11:24.984',59.634,19.9,134.5,27.1,64
2026-07-11,'19:11:25.085',50.572,16.4,132.7,27.0,64
2026-07-11,'19:11:26.302',43.613,13.6,132.4,27.0,79
2026-07-11,'19:11:26.324',43.416,13.5,132.2,26.9,79
2026-07-11,'19:11:26.422',37.612,11.2,129.3,26.9,79
2026-07-11,'19:11:26.522',26.467,6.8,127.3,26.8,79
2026-07-11,'19:11:26.623',12.183,1.2,110.4,26.8,99
2026-07-11,'19:11:26.723',5.114,0.0,115.7,26.7,99
2026-07-11,'19:11:26.823',5.585,0.0,119.5,26.6,99
2026-07-11,'19:11:26.922',5.907,0.0,114.1,26.6,99
2026-07-11,'19:11:27.022',5.490,0.0,113.5,26.5,99
2026-07-11,'19:11:27.123',4.964,0.0,112.5,26.5,99
2026-07-11,'19:11:27.737',4.895,0.0,105.5,26.4,99
2026-07-11,'19:11:27.759',4.895,0.0,100.9,26.4,99
2026-07-11,'19:11:27.859',5.077,0.0,98.2,26.3,99
2026-07-11,'19:11:27.957',4.620,0.0,89.6,26.3,99
2026-07-11,'19:11:28.057',4.843,0.0,92.4,26.2,99
2026-07-11,'19:11:28.157',4.424,0.0,88.5,26.2,99
2026-07-11,'19:11:28.258',4.381,0.0,85.1,26.1,99
2026-07-11,'19:11:29.070',4.216,0.0,86.8,26.1,99
2026-07-11,'19:11:29.787',4.208,0.0,88.2,26.0,99
2026-07-11,'19:11:29.807',4.280,0.0,89.5,26.0,99
2026-07-11,'19:11:30.498',5.457,0.0,85.9,25.9,99
2026-07-11,'19:11:30.520',5.452,0.0,83.3,25.9,99
2026-07-11,'19:11:30.619',5.723,0.0,71.8,25.8,99
2026-07-11,'19:11:30.718',5.929,0.0,64.9,25.8,99
2026-07-11,'19:11:30.818',5.218,0.0,66.9,25.7,99
2026-07-11,'19:11:30.919',4.099,0.0,76.3,25.7,99
2026-07-11,'19:11:31.019',4.027,0.0,87.0,25.6,99
2026-07-11,'19:11:31.119',3.825,0.0,89.6,25.6,99
2026-07-11,'19:11:31.218',3.966,0.0,90.3,25.5,99
2026-07-11,'19:11:31.317',3.609,0.0,96.4,25.5,99
2026-07-11,'19:11:31.928',3.857,0.0,104.4,25.4,99
2026-07-11,'19:11:31.948',3.855,0.0,111.2,25.3,99
2026-07-11,'19:11:32.050',6.127,0.0,111.1,25.3,99
2026-07-11,'19:11:32.660',7.439,0.0,89.9,25.2,99
2026-07-11,'19:11:32.682',7.451,0.0,76.2,25.2,99
2026-07-11,'19:11:32.780',7.552,0.0,79.8,25.1,99
2026-07-11,'19:11:32.880',6.776,0.0,73.7,25.1,99
2026-07-11,'19:11:32.980',7.426,0.0,69.6,25.0,99
2026-07-11,'19:11:33.081',8.363,0.0,75.6,25.0,99
2026-07-11,'19:11:33.181',8.905,0.0,77.3,24.9,99
2026-07-11,'19:11:33.871',8.481,0.0,77.4,24.9,99
2026-07-11,'19:11:33.893',8.487,0.0,77.5,24.8,99
2026-07-11,'19:11:33.992',6.636,0.0,79.6,24.8,99
2026-07-11,'19:11:34.092',5.662,0.0,70.7,24.7,99
2026-07-11,'19:11:34.192',5.096,0.0,64.0,24.7,99
2026-07-11,'19:11:34.292',4.640,0.0,72.4,24.6,99
2026-07-11,'19:11:34.391',4.502,0.0,78.8,24.6,99
2026-07-11,'19:11:34.490',4.813,0.0,83.5,24.5,99
2026-07-11,'19:11:34.591',4.783,0.0,88.2,24.5,99
2026-07-11,'19:11:34.692',5.073,0.0,90.0,24.5,99
2026-07-11,'19:11:35.808',4.947,0.0,98.5,24.4,99
2026-07-11,'19:11:35.830',4.946,0.0,105.8,24.4,99
2026-07-11,'19:11:35.929',4.472,0.0,112.6,24.3,99
2026-07-11,'19:11:36.028',4.534,0.0,117.3,24.3,99
2026-07-11,'19:11:36.128',4.348,0.0,118.8,24.2,99
2026-07-11,'19:11:36.229',4.317,0.0,118.4,24.2,99
2026-07-11,'19:11:36.329',4.380,0.0,118.7,24.1,99
2026-07-11,'19:11:36.429',4.496,0.0,119.0,24.1,99
2026-07-11,'19:11:36.528',5.541,0.0,113.2,24.0,99
2026-07-11,'19:11:36.627',5.854,0.0,91.1,24.0,99
2026-07-11,'19:11:37.243',5.436,0.0,76.4,23.9,99
2026-07-11,'19:11:37.264',5.460,0.0,66.9,23.9,99
2026-07-11,'19:11:37.366',4.921,0.0,71.1,23.8,99
2026-07-11,'19:11:37.465',4.765,0.0,63.9,23.8,99
2026-07-11,'19:11:37.564',4.629,0.0,71.6,23.7,99
2026-07-11,'19:11:37.663',4.099,0.0,83.0,23.7,99
2026-07-11,'19:11:37.764',3.938,0.0,90.5,23.6,99
2026-07-11,'19:11:37.865',3.784,0.0,99.1,23.6,99
2026-07-11,'19:11:37.965',4.130,0.0,105.8,23.5,99
2026-07-11,'19:11:38.064',4.408,0.0,107.5,23.5,99
2026-07-11,'19:11:39.294',4.583,0.0,112.2,23.4,99
2026-07-11,'19:11:39.314',4.592,0.0,116.5,23.4,99
2026-07-11,'19:11:39.415',5.659,0.0,118.1,23.4,99
2026-07-11,'19:11:39.515',5.657,0.0,94.7,23.3,99
2026-07-11,'19:11:39.614',5.386,0.0,79.1,23.3,99
2026-07-11,'19:11:39.714',4.209,0.0,81.5,23.2,99
2026-07-11,'19:11:39.814',3.800,0.0,90.8,23.2,99
2026-07-11,'19:11:39.915',3.696,0.0,99.6,23.1,99
2026-07-11,'19:11:40.015',4.493,0.0,103.2,23.1,99
2026-07-11,'19:11:40.115',4.700,0.0,85.1,23.0,99
2026-07-11,'19:11:40.720',4.664,0.0,72.7,23.0,99
2026-07-11,'19:11:40.741',4.689,0.0,64.7,22.9,99
2026-07-11,'19:11:40.841',4.837,0.0,67.1,22.9,99
2026-07-11,'19:11:40.942',4.609,0.0,62.2,22.8,99
2026-07-11,'19:11:41.041',4.799,0.0,59.4,22.8,99
2026-07-11,'19:11:41.141',4.579,0.0,71.9,22.8,99
2026-07-11,'19:11:41.240',4.323,0.0,80.8,22.7,99
2026-07-11,'19:11:41.340',4.077,0.0,90.0,22.7,99
2026-07-11,'19:11:41.440',3.928,0.0,93.4,22.6,99
2026-07-11,'19:11:41.541',3.925,0.0,89.2,22.6,99
2026-07-11,'19:11:42.660',4.054,0.0,97.0,22.5,99
2026-07-11,'19:11:42.682',4.054,0.0,103.7,22.5,99
2026-07-11,'19:11:42.780',5.373,0.0,106.8,22.4,99
2026-07-11,'19:11:42.880',5.612,0.0,105.4,22.4,99
2026-07-11,'19:11:42.980',5.427,0.0,106.2,22.3,99
2026-07-11,'19:11:43.081',3.922,0.0,112.1,22.3,99
2026-07-11,'19:11:43.181',3.741,0.0,113.4,22.3,99
2026-07-11,'19:11:43.281',3.734,0.0,107.2,22.2,99
2026-07-11,'19:11:43.380',4.492,0.0,108.1,22.2,99
2026-07-11,'19:11:43.479',4.813,0.0,87.8,22.1,99
2026-07-11,'19:11:44.093',5.004,0.0,74.4,22.1,99
2026-07-11,'19:11:44.113',5.008,0.0,65.7,22.0,99
2026-07-11,'19:11:44.214',4.907,0.0,60.0,22.0,99
2026-07-11,'19:11:44.314',4.680,0.0,55.4,21.9,99
2026-07-11,'19:11:44.413',4.380,0.0,53.5,21.9,99
2026-07-11,'19:11:44.513',3.718,0.0,55.1,21.9,99
2026-07-11,'19:11:44.613',3.455,0.0,60.6,21.8,99
2026-07-11,'19:11:44.714',3.112,0.0,71.9,21.8,99
2026-07-11,'19:11:44.814',3.110,0.0,82.7,21.7,99
2026-07-11,'19:11:44.914',3.138,0.0,91.9,21.7,99
2026-07-11,'19:11:46.029',3.350,0.0,93.7,21.6,99
2026-07-11,'19:11:46.050',3.347,0.0,95.2,21.6,99
2026-07-11,'19:11:46.148',3.402,0.0,96.3,21.6,99
2026-07-11,'19:11:46.249',3.418,0.0,98.6,21.5,99
2026-07-11,'19:11:46.350',3.311,0.0,101.3,21.5,99
2026-07-11,'19:11:46.450',3.357,0.0,107.5,21.4,99
2026-07-11,'19:11:46.549',3.337,0.0,113.1,21.4,99
2026-07-11,'19:11:46.649',3.242,0.0,118.2,21.3,99
2026-07-11,'19:11:46.749',4.195,0.0,120.9,21.3,99
2026-07-11,'19:11:46.850',4.738,0.0,95.7,21.3,99
2026-07-11,'19:11:47.465',5.193,0.0,79.6,21.2,99
2026-07-11,'19:11:47.487',5.194,0.0,69.1,21.2,99
2026-07-11,'19:11:47.587',4.912,0.0,63.9,21.1,99
2026-07-11,'19:11:47.685',4.952,0.0,67.5,21.1,99
2026-07-11,'19:11:47.785',5.160,0.0,71.4,21.0,99
2026-07-11,'19:11:47.885',5.904,0.0,82.5,21.0,99
2026-07-11,'19:11:47.986',7.489,0.0,86.1,21.0,99
2026-07-11,'19:11:48.086',7.668,0.0,92.3,20.9,99
2026-07-11,'19:11:48.186',7.075,0.0,99.2,20.9,99
2026-07-11,'19:11:48.285',4.819,0.0,101.1,20.8,99
2026-07-11,'19:11:49.608',3.370,0.0,92.0,20.8,99
2026-07-11,'19:11:49.628',3.594,0.0,86.3,20.7,99
2026-07-11,'19:11:49.729',4.141,0.0,92.2,20.7,99
2026-07-11,'19:11:49.829',4.379,0.0,77.4,20.7,99
2026-07-11,'19:11:49.928',4.800,0.0,67.9,20.6,99
2026-07-11,'19:11:50.027',4.261,0.0,61.5,20.6,99
2026-07-11,'19:11:50.128',3.771,0.0,64.6,20.5,99
2026-07-11,'19:11:50.229',3.250,0.0,72.7,20.5,99
2026-07-11,'19:11:50.329',4.047,0.0,76.5,20.5,99
2026-07-11,'19:11:50.428',4.565,0.0,67.5,20.4,99
2026-07-11,'19:11:51.042',4.877,0.0,61.2,20.4,99
2026-07-11,'19:11:51.064',4.877,0.0,57.0,20.3,99
2026-07-11,'19:11:51.162',4.639,0.0,55.9,20.3,99
2026-07-11,'19:11:51.262',4.207,0.0,55.9,20.3,99
2026-07-11,'19:11:51.363',3.996,0.0,60.9,20.2,99
2026-07-11,'19:11:51.463',3.939,0.0,70.1,20.2,99
2026-07-11,'19:11:51.562',3.563,0.0,77.1,20.1,99
2026-07-11,'19:11:51.662',3.421,0.0,80.3,20.1,99
2026-07-11,'19:11:51.762',3.194,0.0,87.8,20.1,99
2026-07-11,'19:11:51.863',3.293,0.0,95.2,20.0,99
2026-07-11,'19:11:52.980',3.420,0.0,101.0,20.0,99
2026-07-11,'19:11:53.002',3.418,0.0,105.9,19.9,99
2026-07-11,'19:11:53.101',3.505,0.0,111.4,19.9,99
2026-07-11,'19:11:53.200',3.515,0.0,96.6,19.9,99
2026-07-11,'19:11:53.300',3.313,0.0,88.3,19.8,99
2026-07-11,'19:11:53.400',3.062,0.0,93.9,19.8,99
2026-07-11,'19:11:53.501',2.867,0.0,102.1,19.7,99
2026-07-11,'19:11:53.601',3.249,0.0,109.2,19.7,99
2026-07-11,'19:11:53.701',4.630,0.0,98.9,19.7,99
2026-07-11,'19:11:53.800',5.119,0.0,82.0,19.6,99
2026-07-11,'19:11:54.523',5.178,0.0,70.6,19.6,99
2026-07-11,'19:11:54.543',5.180,0.0,63.2,19.5,99
2026-07-11,'19:11:54.644',4.450,0.0,59.6,19.5,99
2026-07-11,'19:11:54.744',3.934,0.0,57.9,19.5,99
2026-07-11,'19:11:54.844',3.961,0.0,62.0,19.4,99
2026-07-11,'19:11:54.943',3.871,0.0,58.1,19.4,99
2026-07-11,'19:11:55.043',3.550,0.0,71.4,19.3,99
2026-07-11,'19:11:55.143',3.312,0.0,81.2,19.3,99
2026-07-11,'19:11:55.244',3.155,0.0,90.1,19.3,99
2026-07-11,'19:11:55.344',3.429,0.0,95.3,19.2,99
2026-07-11,'19:11:56.456',3.562,0.0,95.2,19.2,99
2026-07-11,'19:11:56.478',3.569,0.0,95.0,19.2,99
2026-07-11,'19:11:56.577',3.857,0.0,93.0,19.1,99
2026-07-11,'19:11:56.676',3.700,0.0,91.5,19.1,99
2026-07-11,'19:11:56.776',3.470,0.0,93.8,19.0,99
2026-07-11,'19:11:56.877',3.179,0.0,101.6,19.0,99
2026-07-11,'19:11:56.977',3.149,0.0,107.9,19.0,99
2026-07-11,'19:11:57.077',3.171,0.0,114.1,18.9,99
2026-07-11,'19:11:57.176',3.982,0.0,106.9,18.9,99
2026-07-11,'19:11:57.275',4.377,0.0,87.8,18.8,99
2026-07-11,'19:11:57.893',4.596,0.0,74.3,18.8,99
2026-07-11,'19:11:57.913',4.583,0.0,65.5,18.8,99
2026-07-11,'19:11:58.014',4.130,0.0,66.6,18.7,99
2026-07-11,'19:11:58.114',3.662,0.0,75.0,18.7,99
2026-07-11,'19:11:58.213',3.538,0.0,84.7,18.7,99
2026-07-11,'19:11:58.313',3.343,0.0,90.9,18.6,99
2026-07-11,'19:11:58.413',3.342,0.0,94.3,18.6,99
2026-07-11,'19:11:58.514',3.429,0.0,96.8,18.5,99
2026-07-11,'19:11:58.614',3.564,0.0,97.4,18.5,99
2026-07-11,'19:11:58.714',4.020,0.0,89.5,18.5,99
2026-07-11,'19:11:59.829',3.882,0.0,80.1,18.4,99
2026-07-11,'19:11:59.851',3.884,0.0,74.0,18.4,99
2026-07-11,'19:11:59.949',3.783,0.0,78.5,18.4,99
2026-07-11,'19:12:00.049',3.171,0.0,88.6,18.3,99
2026-07-11,'19:12:00.558',3.294,0.0,97.2,18.3,99
2026-07-11,'19:12:00.657',4.508,0.0,93.6,18.3,99
2026-07-11,'19:12:00.758',4.839,0.0,78.8,18.2,99
2026-07-11,'19:12:00.858',5.090,0.0,68.6,18.2,99
2026-07-11,'19:12:00.958',4.765,0.0,63.2,18.1,99
2026-07-11,'19:12:01.057',4.369,0.0,59.7,18.1,99
2026-07-11,'19:12:01.675',4.086,0.0,56.3,18.1,99
2026-07-11,'19:12:01.696',4.085,0.0,54.0,18.0,99
2026-07-11,'19:12:01.796',3.924,0.0,55.9,18.0,99
2026-07-11,'19:12:01.896',3.570,0.0,69.2,18.0,99
2026-07-11,'19:12:01.996',3.561,0.0,80.5,17.9,99
2026-07-11,'19:12:02.096',3.354,0.0,84.7,17.9,99
2026-07-11,'19:12:02.195',3.218,0.0,80.1,17.9,99
2026-07-11,'19:12:02.295',3.121,0.0,81.1,17.8,99
2026-07-11,'19:12:02.896',3.240,0.0,85.5,17.8,99
2026-07-11,'19:12:02.917',3.275,0.0,89.3,17.7,99
2026-07-11,'19:12:03.618',3.295,0.0,94.4,17.7,99
2026-07-11,'19:12:03.640',3.313,0.0,98.6,17.7,99
2026-07-11,'19:12:03.740',3.866,0.0,90.7,17.6,99
2026-07-11,'19:12:03.839',4.265,0.0,76.6,17.6,99
2026-07-11,'19:12:03.939',4.326,0.0,67.5,17.6,99
2026-07-11,'19:12:04.039',4.032,0.0,61.5,17.5,99
2026-07-11,'19:12:04.140',3.203,0.0,72.4,17.5,99
2026-07-11,'19:12:04.240',3.241,0.0,79.6,17.5,99
2026-07-11,'19:12:04.339',3.958,0.0,83.7,17.4,99
2026-07-11,'19:12:04.439',4.301,0.0,71.9,17.4,99
2026-07-11,'19:12:05.048',4.363,0.0,64.0,17.4,99
2026-07-11,'19:12:05.068',4.365,0.0,58.9,17.3,99
2026-07-11,'19:12:05.169',4.164,0.0,60.1,17.3,99
2026-07-11,'19:12:05.269',3.964,0.0,57.2,17.3,99
2026-07-11,'19:12:05.369',3.926,0.0,55.1,17.2,99
2026-07-11,'19:12:05.963',3.459,0.0,60.9,17.2,99
2026-07-11,'19:12:05.984',3.430,0.0,66.3,17.2,99
2026-07-11,'19:12:06.083',3.326,0.0,78.1,17.1,99
2026-07-11,'19:12:06.183',3.216,0.0,79.6,17.1,99
2026-07-11,'19:12:06.284',3.234,0.0,69.6,17.1,99
2026-07-11,'19:12:06.887',3.254,0.0,66.0,17.0,99
2026-07-11,'19:12:06.909',3.259,0.0,63.8,17.0,99
2026-07-11,'19:12:07.008',3.847,0.0,70.6,17.0,99
2026-07-11,'19:12:07.107',4.086,0.0,63.5,16.9,99
2026-07-11,'19:12:07.207',4.204,0.0,58.6,16.9,99
2026-07-11,'19:12:07.307',3.714,0.0,56.8,16.8,99
2026-07-11,'19:12:07.408',3.304,0.0,66.2,16.8,99
2026-07-11,'19:12:07.508',3.347,0.0,73.5,16.8,99
2026-07-11,'19:12:07.608',4.156,0.0,79.6,16.7,99
2026-07-11,'19:12:07.707',4.396,0.0,70.2,16.7,99
2026-07-11,'19:12:08.318',4.336,0.0,63.0,16.7,99
2026-07-11,'19:12:08.338',4.298,0.0,58.4,16.6,99
2026-07-11,'19:12:08.439',4.122,0.0,61.1,16.6,99
2026-07-11,'19:12:09.029',4.049,0.0,58.4,16.6,99
2026-07-11,'19:12:09.050',4.046,0.0,56.7,16.5,99
2026-07-11,'19:12:09.150',4.483,0.0,54.9,16.5,99
2026-07-11,'19:12:09.249',4.222,0.0,53.2,16.5,99
2026-07-11,'19:12:09.349',4.121,0.0,56.6,16.4,99
2026-07-11,'19:12:09.449',3.740,0.0,66.0,16.4,99
2026-07-11,'19:12:09.550',3.255,0.0,72.8,16.4,99
2026-07-11,'19:12:10.158',3.353,0.0,80.2,16.4,99
2026-07-11,'19:12:10.180',3.454,0.0,86.4,16.3,99
2026-07-11,'19:12:10.279',3.960,0.0,89.5,16.3,99
2026-07-11,'19:12:10.378',4.359,0.0,75.9,16.3,99
2026-07-11,'19:12:10.478',4.381,0.0,67.3,16.2,99
2026-07-11,'19:12:10.578',3.739,0.0,70.7,16.2,99
2026-07-11,'19:12:10.679',3.334,0.0,76.0,16.2,99
2026-07-11,'19:12:10.779',3.204,0.0,81.3,16.1,99
2026-07-11,'19:12:10.879',3.928,0.0,82.7,16.1,99
2026-07-11,'19:12:10.978',4.120,0.0,71.2,16.1,99
2026-07-11,'19:12:12.207',4.288,0.0,63.9,16.0,99
2026-07-11,'19:12:12.227',4.311,0.0,59.2,16.0,99
2026-07-11,'19:12:12.328',4.195,0.0,62.2,16.0,99
2026-07-11,'19:12:12.428',4.404,0.0,62.7,15.9,99
2026-07-11,'19:12:12.528',4.126,0.0,59.6,15.9,99
2026-07-11,'19:12:12.627',3.704,0.0,66.5,15.9,99
2026-07-11,'19:12:12.726',3.158,0.0,77.6,15.8,99
2026-07-11,'19:12:12.827',3.186,0.0,87.3,15.8,99
2026-07-11,'19:12:12.928',3.344,0.0,95.9,15.8,99
2026-07-11,'19:12:13.028',3.734,0.0,100.4,15.7,99
2026-07-11,'19:12:13.944',3.585,0.0,100.7,15.7,99
2026-07-11,'19:12:13.964',3.599,0.0,101.1,15.7,99
2026-07-11,'19:12:14.065',3.648,0.0,102.3,15.6,99
2026-07-11,'19:12:14.165',3.334,0.0,105.2,15.6,99
2026-07-11,'19:12:14.264',3.490,0.0,105.7,15.6,99
2026-07-11,'19:12:14.364',3.466,0.0,107.0,15.6,99
2026-07-11,'19:12:14.464',3.316,0.0,109.2,15.5,99
2026-07-11,'19:12:14.565',3.089,0.0,111.3,15.5,99
2026-07-11,'19:12:15.370',3.976,0.0,103.6,15.5,99
2026-07-11,'19:12:15.391',3.977,0.0,98.4,15.4,99
2026-07-11,'19:12:16.186',4.103,0.0,81.5,15.4,99
2026-07-11,'19:12:16.206',4.115,0.0,70.5,15.4,99
2026-07-11,'19:12:16.307',4.415,0.0,63.9,15.3,99
2026-07-11,'19:12:16.407',4.108,0.0,58.7,15.3,99
2026-07-11,'19:12:16.506',3.801,0.0,62.3,15.3,99
2026-07-11,'19:12:16.606',3.458,0.0,73.2,15.2,99
2026-07-11,'19:12:16.706',2.943,0.0,81.5,15.2,99
2026-07-11,'19:12:16.807',2.924,0.0,90.9,15.2,99
2026-07-11,'19:12:16.907',3.026,0.0,98.1,15.2,99
2026-07-11,'19:12:17.007',3.145,0.0,100.3,15.1,99
2026-07-11,'19:12:18.536',3.304,0.0,84.1,15.1,99
2026-07-11,'19:12:18.556',3.301,0.0,73.6,15.1,99
2026-07-11,'19:12:18.657',4.331,0.0,71.5,15.0,99
2026-07-11,'19:12:18.757',4.356,0.0,64.6,15.0,99
2026-07-11,'19:12:18.856',4.392,0.0,59.7,15.0,99
2026-07-11,'19:12:18.955',3.479,0.0,68.1,14.9,99
2026-07-11,'19:12:19.056',3.248,0.0,79.0,14.9,99
2026-07-11,'19:12:19.157',3.212,0.0,86.8,14.9,99
2026-07-11,'19:12:19.257',4.485,0.0,86.5,14.9,99
2026-07-11,'19:12:19.357',4.616,0.0,73.6,14.8,99
2026-07-11,'19:12:20.385',4.818,0.0,65.2,14.8,99
2026-07-11,'19:12:20.407',4.814,0.0,59.8,14.8,99
2026-07-11,'19:12:20.506',4.267,0.0,63.0,14.7,99
2026-07-11,'19:12:20.606',4.079,0.0,59.1,14.7,99
2026-07-11,'19:12:20.705',3.861,0.0,57.2,14.7,99
2026-07-11,'19:12:20.805',3.260,0.0,70.1,14.6,99
2026-07-11,'19:12:21.612',3.164,0.0,81.7,14.6,99
2026-07-11,'19:12:21.634',3.160,0.0,91.6,14.6,99
2026-07-11,'19:12:21.733',4.332,0.0,99.8,14.6,99
2026-07-11,'19:12:21.832',4.683,0.0,82.5,14.5,99
2026-07-11,'19:12:22.527',4.561,0.0,71.1,14.5,99
2026-07-11,'19:12:22.547',4.745,0.0,63.7,14.5,99
2026-07-11,'19:12:22.648',4.180,0.0,61.6,14.4,99
2026-07-11,'19:12:22.748',4.062,0.0,57.1,14.4,99
2026-07-11,'19:12:22.847',3.873,0.0,54.9,14.4,99
2026-07-11,'19:12:22.947',3.423,0.0,62.2,14.4,99
2026-07-11,'19:12:23.047',3.000,0.0,74.9,14.3,99
2026-07-11,'19:12:23.147',2.987,0.0,82.5,14.3,99
2026-07-11,'19:12:23.248',3.861,0.0,89.4,14.3,99
2026-07-11,'19:12:23.348',4.138,0.0,75.4,14.2,99
2026-07-11,'19:12:24.567',4.378,0.0,66.5,14.2,99
2026-07-11,'19:12:24.589',4.371,0.0,60.7,14.2,99
2026-07-11,'19:12:24.687',4.122,0.0,58.0,14.2,99
2026-07-11,'19:12:24.787',3.621,0.0,61.9,14.1,99
2026-07-11,'19:12:24.887',3.269,0.0,69.5,14.1,99
2026-07-11,'19:12:24.988',3.031,0.0,77.1,14.1,99
2026-07-11,'19:12:25.088',2.922,0.0,86.9,14.0,99
2026-07-11,'19:12:25.187',3.076,0.0,91.9,14.0,99
2026-07-11,'19:12:25.287',3.217,0.0,92.5,14.0,99
2026-07-11,'19:12:25.387',3.167,0.0,98.8,14.0,99
2026-07-11,'19:12:26.005',3.157,0.0,102.0,13.9,99
2026-07-11,'19:12:26.025',3.160,0.0,104.7,13.9,99
2026-07-11,'19:12:26.126',3.319,0.0,106.8,13.9,99
2026-07-11,'19:12:26.226',3.425,0.0,96.4,13.8,99
2026-07-11,'19:12:26.326',3.419,0.0,101.5,13.8,99
2026-07-11,'19:12:26.425',3.193,0.0,108.1,13.8,99
2026-07-11,'19:12:26.525',3.058,0.0,114.1,13.8,99
2026-07-11,'19:12:26.625',3.210,0.0,119.4,13.7,99
2026-07-11,'19:12:26.726',4.283,0.0,121.7,13.7,99
2026-07-11,'19:12:26.826',4.613,0.0,96.4,13.7,99
2026-07-11,'19:12:27.940',4.666,0.0,80.1,13.7,99
2026-07-11,'19:12:27.962',4.676,0.0,69.6,13.6,99
2026-07-11,'19:12:28.061',4.048,0.0,63.8,13.6,99
